State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Country,Maps,Nearest Airport,Major Railway Station,Taxi Fare (Airport to City),Scooter Rental (Per Day),Must Try Food,Travel Tip,Time Slot,Area,Ideal For,Budget Level,Nightlife Spot,Day Priority,Is_Shopping,Is_Beach,Adventure_Available,Avg_Adventure_Base_Price,Famous Market,Famous Restaurant,Best Season,Food Specialty,Tourism Score (1-10),Latitude,Longitude,Popularity Index (0-100),Nightlife Hotspot,Heritage Category,Type_Encoded,Heritage_Encoded,Nightlife Score (0-10)
Chhattisgarh,Bilaspur,Achanakmar Wildlife Sanctuary,Wildlife Sanctuary,1975,5.0,4.2,100,Yes,Open All Days,"Part of the Achanakmar-Amarkantak Biosphere Reserve, home to tigers",Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/cg9,Bilaspur Airport,Bilaspur Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Bilaspur Main Market,Bilaspur Famous Restaurant,October to March,Bilaspur Special Cuisine,8,,,67.0,No,Non-Religious,90,0,4.4
Chhattisgarh,Bilaspur,Ratanpur Mahamaya Temple,Temple,11th Century,1.5,4.8,0,Yes,Open All Days,Ancient temple dedicated to Goddess Mahamaya,No,0.12,Morning,India,http://googleusercontent.com/maps.google.com/cg10,Bilaspur Airport,Bilaspur Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Bilaspur Main Market,Bilaspur Famous Restaurant,October to March,Bilaspur Special Cuisine,8,,,77.0,No,Religious Heritage,75,1,5.6
Chhattisgarh,Mainpat,Mainpat,Hill Station,,24.0,4.5,0,No,Open All Days,"Known as the ""Shimla of Chhattisgarh"" and home to Tibetan settlers",Yes,0.05,All,India,http://googleusercontent.com/maps.google.com/cg11,Mainpat Airport,Mainpat Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Evening,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Mainpat Main Market,Mainpat Famous Restaurant,October to March,Mainpat Special Cuisine,8,,,72.0,No,Non-Religious,28,0,5.0
Chhattisgarh,Gariaband,Jatmai Ghatarani Waterfalls,Waterfall,,3.0,4.6,0,Yes,Open All Days,Twin waterfalls with ancient temples nearby,Yes,0.08,Morning,India,http://googleusercontent.com/maps.google.com/cg12,Gariaband Airport,Gariaband Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Gariaband Main Market,Gariaband Famous Restaurant,October to March,Gariaband Special Cuisine,8,,,74.0,No,Non-Religious,89,0,5.2
Chhattisgarh,Rajim,Rajiv Lochan Temple,Temple,7th Century,1.0,4.7,0,Yes,Open All Days,"Located at the confluence of three rivers, known as the ""Prayag of Chhattisgarh""",No,0.05,Morning,India,http://googleusercontent.com/maps.google.com/cg13,Rajim Airport,Rajim Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Rajim Main Market,Rajim Famous Restaurant,October to March,Rajim Special Cuisine,8,,,75.0,No,Religious Heritage,75,1,5.4
Chhattisgarh,Surguja,Ramgarh Caves (Sita Bengra),Cave,,2.0,4.5,0,No,Open All Days,Considered one of the oldest amphitheaters in the world,Yes,0.01,Morning,India,http://googleusercontent.com/maps.google.com/cg14,Surguja Airport,Surguja Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Surguja Main Market,Surguja Famous Restaurant,October to March,Surguja Special Cuisine,8,,,72.0,No,Non-Religious,9,0,5.0
Chhattisgarh,Dongargarh,Bambleshwari Devi Temple,Temple,,3.0,4.8,0,Yes,Open All Days,"Hilltop temple accessible by a ropeway, offering great views",No,0.2,Morning,India,http://googleusercontent.com/maps.google.com/cg15,Dongargarh Airport,Dongargarh Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Dongargarh Main Market,Dongargarh Famous Restaurant,October to March,Dongargarh Special Cuisine,8,,,77.0,No,Religious Heritage,75,1,5.6
Chhattisgarh,Raipur,Nandan Van Zoo,National Park,,3.0,4.1,50,Yes,Monday,Zoo and safari park located on the outskirts of Raipur,Yes,0.07,Morning,India,http://googleusercontent.com/maps.google.com/cg16,Swami Vivekananda Airport,Raipur Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Raipur Main Market,Raipur Famous Restaurant,October to March,Raipur Special Cuisine,8,,,66.0,No,Non-Religious,43,0,4.2
Chhattisgarh,Barnawapara,Barnawapara Wildlife Sanctuary,Wildlife Sanctuary,1976,4.0,4.3,100,Yes,Open All Days,Known for its lush green forests and leopard sightings,Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/cg17,Barnawapara Airport,Barnawapara Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Barnawapara Main Market,Barnawapara Famous Restaurant,October to March,Barnawapara Special Cuisine,8,,,69.0,No,Non-Religious,90,0,4.6
Uttar Pradesh,Agra,Itmad-ud-Daula,Historical Site,1628,1.5,4.5,30,Yes,Open All Days,"Often called the ""Baby Taj"", a tomb built for Mirza Ghiyas Beg",Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/up1,Agra Airport / Kheria Air Force Station,Agra Cantt,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Sadar Bazaar,Pinch of Spice,October to March,Agra Special Cuisine,8,,,72.0,No,Non-Religious,30,0,5.0
Uttar Pradesh,Agra,Mehtab Bagh,Garden,1530,1.0,4.4,25,Yes,Open All Days,Moonlight garden offering a stunning view of the Taj Mahal across the river,Yes,0.15,Evening,India,http://googleusercontent.com/maps.google.com/up2,Agra Airport / Kheria Air Force Station,Agra Cantt,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Sadar Bazaar,Pinch of Spice,October to March,Agra Special Cuisine,8,,,70.0,No,Non-Religious,22,0,4.8
Uttar Pradesh,Varanasi,Dashashwamedh Ghat,Landmark,,1.5,4.8,0,Yes,Open All Days,"Main and most spectacular ghat in Varanasi, famous for the Ganga Aarti",Yes,0.8,Evening,India,http://googleusercontent.com/maps.google.com/up3,Lal Bahadur Shastri International Airport,Varanasi Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Vishwanath Gali,Kashi Chat Bhandar,October to March,Varanasi Special Cuisine,8,,,77.0,No,Non-Religious,33,0,5.6
Uttar Pradesh,Varanasi,Assi Ghat,Landmark,,1.5,4.7,0,Yes,Open All Days,Popular ghat at the confluence of Ganges and Assi rivers,Yes,0.4,Morning,India,http://googleusercontent.com/maps.google.com/up4,Lal Bahadur Shastri International Airport,Varanasi Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Vishwanath Gali,Kashi Chat Bhandar,October to March,Varanasi Special Cuisine,8,,,75.0,No,Non-Religious,33,0,5.4
Uttar Pradesh,Sarnath,Sarnath Museum,Museum,1904,1.5,4.6,5,Yes,Monday,Houses the famous Lion Capital of Ashoka and Buddhist artifacts,No,0.05,Morning,India,http://googleusercontent.com/maps.google.com/up5,Sarnath Airport,Sarnath Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Sarnath Main Market,Sarnath Famous Restaurant,October to March,Sarnath Special Cuisine,8,,,74.0,No,Non-Religious,42,0,5.2
Uttar Pradesh,Lucknow,Chhota Imambara,Historical Site,1838,1.0,4.6,25,Yes,Open All Days,"Imambara of Hussainabad, known for its chandeliers and decorations",Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/up6,Chaudhary Charan Singh International Airport,Lucknow Charbagh (LKO),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Aminabad,Tunday Kababi,October to March,Lucknow Special Cuisine,8,,,74.0,No,Non-Religious,30,0,5.2
Uttar Pradesh,Lucknow,Rumi Darwaza,Landmark,1784,0.5,4.6,0,Yes,Open All Days,"Iconic gateway build by Asaf-ud-Daula, inspired by the Sublime Porte in Istanbul",Yes,0.2,All,India,http://googleusercontent.com/maps.google.com/up7,Chaudhary Charan Singh International Airport,Lucknow Charbagh (LKO),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Aminabad,Tunday Kababi,October to March,Lucknow Special Cuisine,8,,,74.0,No,Non-Religious,33,0,5.2
Uttar Pradesh,Lucknow,The Residency,Historical Site,1800,2.0,4.5,25,Yes,Open All Days,"Ruins of the British Residency, famous for the Siege of Lucknow in 1857",Yes,0.08,Morning,India,http://googleusercontent.com/maps.google.com/up8,Chaudhary Charan Singh International Airport,Lucknow Charbagh (LKO),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Aminabad,Tunday Kababi,October to March,Lucknow Special Cuisine,8,,,72.0,No,Non-Religious,30,0,5.0
Uttar Pradesh,Lucknow,Ambedkar Memorial Park,Landmark,2008,2.0,4.5,10,Yes,Open All Days,Sprawling park build with red sandstone dedicated to social reformers,Yes,0.15,Evening,India,http://googleusercontent.com/maps.google.com/up9,Chaudhary Charan Singh International Airport,Lucknow Charbagh (LKO),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Aminabad,Tunday Kababi,October to March,Lucknow Special Cuisine,8,,,72.0,No,Non-Religious,33,0,5.0
Uttar Pradesh,Prayagraj,Allahabad Fort,Fort,1583,1.5,4.4,0,Yes,Open All Days,Massive fort built by Emperor Akbar at the confluence of rivers,Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/up10,Prayagraj Airport,Prayagraj Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Sadar Bazaar,Pinch of Spice,October to March,Prayagraj Special Cuisine,8,,,70.0,No,Non-Religious,21,0,4.8
Uttar Pradesh,Prayagraj,Anand Bhavan,Museum,1930,2.0,4.6,70,Yes,Monday,Historic house museum of the Nehru-Gandhi family,No,0.06,Morning,India,http://googleusercontent.com/maps.google.com/up11,Prayagraj Airport,Prayagraj Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Sadar Bazaar,Pinch of Spice,October to March,Prayagraj Special Cuisine,8,,,74.0,No,Non-Religious,42,0,5.2
Uttar Pradesh,Prayagraj,Khusro Bagh,Historical Site,17th Century,1.0,4.3,0,Yes,Open All Days,Walled garden with tombs of the Mughal prince Khusrau and his family,Yes,0.05,Afternoon,India,http://googleusercontent.com/maps.google.com/up12,Prayagraj Airport,Prayagraj Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Sadar Bazaar,Pinch of Spice,October to March,Prayagraj Special Cuisine,8,,,69.0,No,Non-Religious,30,0,4.6
Uttar Pradesh,Ayodhya,Hanuman Garhi,Temple,10th Century,1.0,4.8,0,Yes,Open All Days,Ancient fortress temple dedicated to Lord Hanuman,No,0.3,Morning,India,http://googleusercontent.com/maps.google.com/up13,Ayodhya Airport (Maharishi Valmiki),Ayodhya Dham Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Ayodhya Main Market,Ayodhya Famous Restaurant,October to March,Ayodhya Special Cuisine,8,,,77.0,No,Non-Religious,75,0,5.6
Uttar Pradesh,Ayodhya,Kanak Bhawan,Temple,1891,1.0,4.7,0,Yes,Open All Days,"Temple dedicated to Lord Ram and Sita, gift from Kaikeyi to Sita",No,0.1,Morning,India,http://googleusercontent.com/maps.google.com/up14,Ayodhya Airport (Maharishi Valmiki),Ayodhya Dham Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Ayodhya Main Market,Ayodhya Famous Restaurant,October to March,Ayodhya Special Cuisine,8,,,75.0,No,Non-Religious,75,0,5.4
Uttar Pradesh,Kushinagar,Mahaparinirvana Stupa,Religious Site,1956,1.5,4.8,0,No,Open All Days,Site where Lord Buddha achieved Parinirvana,Yes,0.05,Morning,India,http://googleusercontent.com/maps.google.com/up15,Kushinagar Airport,Kushinagar Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Kushinagar Main Market,Kushinagar Famous Restaurant,October to March,Kushinagar Special Cuisine,8,,,77.0,No,Non-Religious,57,0,5.6
Uttar Pradesh,Shravasti,Jetavana Monastery,Religious Site,,2.0,4.7,25,No,Open All Days,Ancient monastery where Buddha spent 24 monsoon seasons,Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/up16,Shravasti Airport,Shravasti Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Shravasti Main Market,Shravasti Famous Restaurant,October to March,Shravasti Special Cuisine,8,,,75.0,No,Non-Religious,57,0,5.4
Uttar Pradesh,Kanpur,J K Temple,Temple,1960,1.5,4.7,0,Yes,Open All Days,"Unique blend of ancient and modern architecture, dedicated to Lord Radhakrishna",No,0.2,Morning,India,http://googleusercontent.com/maps.google.com/up17,Kanpur Airport,Kanpur Central,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Naveen Market,Thaggu Ke Laddu,October to March,Kanpur Special Cuisine,8,,,75.0,No,Religious Heritage,75,1,5.4
Uttar Pradesh,Lakhimpur Kheri,Dudhwa National Park,National Park,1977,6.0,4.4,100,No,Open All Days,Tiger reserve in the Terai belt with swamp deer and rhinos,Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/up18,Lakhimpur Kheri Airport,Lakhimpur Kheri Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Lakhimpur Kheri Main Market,Lakhimpur Kheri Famous Restaurant,October to March,Lakhimpur Kheri Special Cuisine,8,,,70.0,No,Non-Religious,43,0,4.8
Uttar Pradesh,Gorakhpur,Gorakhnath Temple,Temple,,2.0,4.8,0,Yes,Open All Days,"Headquarters of the Nath monastic order, dedicated to Gorakhnath",No,0.4,Morning,India,http://googleusercontent.com/maps.google.com/up19,Gorakhpur Airport,Gorakhpur Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Gorakhpur Main Market,Gorakhpur Famous Restaurant,October to March,Gorakhpur Special Cuisine,8,,,77.0,No,Religious Heritage,75,1,5.6
Uttar Pradesh,Jhansi,Rani Mahal,Palace,18th Century,1.0,4.4,25,No,Open All Days,Palace of Rani Lakshmi Bai of Jhansi,Yes,0.03,Morning,India,http://googleusercontent.com/maps.google.com/up20,Gwalior Airport,Jhansi Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Jhansi Main Market,Jhansi Famous Restaurant,October to March,Jhansi Special Cuisine,8,,,70.0,No,Non-Religious,48,0,4.8
Uttar Pradesh,Chitrakoot,Kamadgiri Temple,Temple,,3.0,4.8,0,No,Open All Days,Holy hill believed to be the abode of Lord Ram during exile,Yes,0.08,Morning,India,http://googleusercontent.com/maps.google.com/up21,Chitrakoot Airport,Chitrakoot Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Chitrakoot Main Market,Chitrakoot Famous Restaurant,October to March,Chitrakoot Special Cuisine,8,,,77.0,No,Religious Heritage,75,1,5.6
Uttar Pradesh,Vindhyachal,Vindhyavasini Devi Temple,Temple,,2.0,4.8,0,No,Open All Days,Major Shakti Peeth dedicated to Goddess Vindhyavasini,No,0.2,Morning,India,http://googleusercontent.com/maps.google.com/up22,Vindhyachal Airport,Vindhyachal Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Vindhyachal Main Market,Vindhyachal Famous Restaurant,October to March,Vindhyachal Special Cuisine,8,,,77.0,No,Religious Heritage,75,1,5.6
Uttar Pradesh,Varanasi,Manikarnika Ghat,Landmark,,1.0,4.6,0,Yes,Open All Days,"The primary cremation ghat in Varanasi, deeply sacred",Yes,0.15,All,India,http://googleusercontent.com/maps.google.com/up23,Lal Bahadur Shastri International Airport,Varanasi Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Vishwanath Gali,Kashi Chat Bhandar,October to March,Varanasi Special Cuisine,8,,,74.0,No,Non-Religious,33,0,5.2
Uttar Pradesh,Varanasi,Ramnagar Fort,Fort,1750,2.0,4.2,50,Yes,Open All Days,Fortified palace on the eastern bank of the Ganges,Yes,0.08,Afternoon,India,http://googleusercontent.com/maps.google.com/up24,Lal Bahadur Shastri International Airport,Varanasi Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Vishwanath Gali,Kashi Chat Bhandar,October to March,Varanasi Special Cuisine,8,,,67.0,No,Non-Religious,21,0,4.4
Uttar Pradesh,Varanasi,New Vishwanath Temple (BHU),Temple,1966,1.5,4.8,0,Yes,Open All Days,"Tallest temple tower in the world, located in BHU campus",No,0.25,Morning,India,http://googleusercontent.com/maps.google.com/up25,Lal Bahadur Shastri International Airport,Varanasi Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Vishwanath Gali,Kashi Chat Bhandar,October to March,Varanasi Special Cuisine,8,,,77.0,No,Religious Heritage,75,1,5.6
Uttar Pradesh,Agra,Akbar's Tomb (Sikandra),Historical Site,1613,2.0,4.6,30,Yes,Open All Days,Final resting place of Mughal Emperor Akbar,Yes,0.09,Morning,India,http://googleusercontent.com/maps.google.com/up26,Agra Airport / Kheria Air Force Station,Agra Cantt,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Sadar Bazaar,Pinch of Spice,October to March,Agra Special Cuisine,8,,,74.0,No,Non-Religious,30,0,5.2
Uttar Pradesh,Agra,Jama Masjid (Agra),Mosque,1648,1.0,4.4,0,Yes,Friday,Large mosque built by Shah Jahan in honor of his daughter,Yes,0.04,Morning,India,http://googleusercontent.com/maps.google.com/up27,Agra Airport / Kheria Air Force Station,Agra Cantt,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Sadar Bazaar,Pinch of Spice,October to March,Agra Special Cuisine,8,,,70.0,No,Non-Religious,40,0,4.8
Uttar Pradesh,Fatehpur Sikri,Tomb of Salim Chishti,Historical Site,1581,1.0,4.7,50,Yes,Open All Days,White marble tomb of the Sufi saint within the complex,Yes,0.06,Morning,India,http://googleusercontent.com/maps.google.com/up28,Fatehpur Sikri Airport,Fatehpur Sikri Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Fatehpur Sikri Main Market,Fatehpur Sikri Famous Restaurant,October to March,Fatehpur Sikri Special Cuisine,8,,,75.0,No,Non-Religious,30,0,5.4
Uttar Pradesh,Mathura,Vishram Ghat,Landmark,,1.0,4.6,0,Yes,Open All Days,The main ghat where Lord Krishna is said to have rested,Yes,0.05,Evening,India,http://googleusercontent.com/maps.google.com/up29,Indira Gandhi International Airport,Mathura Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Holi Gate Market,Brijwasi Sweets,October to March,Mathura Special Cuisine,8,,,74.0,No,Non-Religious,33,0,5.2
Uttar Pradesh,Govardhan,Kusum Sarovar,Landmark,18th Century,1.0,4.7,0,Yes,Open All Days,Sacred tank with beautiful sandstone architecture,Yes,0.03,Afternoon,India,http://googleusercontent.com/maps.google.com/up30,Govardhan Airport,Govardhan Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Govardhan Main Market,Govardhan Famous Restaurant,October to March,Govardhan Special Cuisine,8,,,75.0,No,Non-Religious,33,0,5.4
Uttar Pradesh,Vrindavan,ISKCON Temple (Vrindavan),Temple,1975,1.5,4.8,0,Yes,Open All Days,"Krishna Balaram Mandir, a major global spiritual hub",No,0.35,Morning,India,http://googleusercontent.com/maps.google.com/up31,Indira Gandhi International Airport,Mathura Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Vrindavan Main Market,Vrindavan Famous Restaurant,October to March,Vrindavan Special Cuisine,8,,,77.0,No,Religious Heritage,75,1,5.6
Uttar Pradesh,Lucknow,Janeshwar Mishra Park,Garden,2014,2.0,4.6,10,Yes,Open All Days,"One of the largest parks in Asia, themed on eco-tourism",Yes,0.12,Evening,India,http://googleusercontent.com/maps.google.com/up32,Chaudhary Charan Singh International Airport,Lucknow Charbagh (LKO),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Aminabad,Tunday Kababi,October to March,Lucknow Special Cuisine,8,,,74.0,No,Non-Religious,22,0,5.2
Uttar Pradesh,Lucknow,Hazratganj,Landmark,1827,2.0,4.5,0,Yes,Open All Days,The Victorian-style main shopping street of Lucknow,Yes,0.2,Evening,India,http://googleusercontent.com/maps.google.com/up33,Chaudhary Charan Singh International Airport,Lucknow Charbagh (LKO),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Aminabad,Tunday Kababi,October to March,Lucknow Special Cuisine,8,,,72.0,No,Non-Religious,33,0,5.0
Uttar Pradesh,Prayagraj,Alfred Park (Azad Park),Landmark,1870,1.5,4.5,5,Yes,Open All Days,Site where Chandra Shekhar Azad attained martyrdom,Yes,0.07,Morning,India,http://googleusercontent.com/maps.google.com/up34,Prayagraj Airport,Prayagraj Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Sadar Bazaar,Pinch of Spice,October to March,Prayagraj Special Cuisine,8,,,72.0,No,Non-Religious,33,0,5.0
Uttar Pradesh,Prayagraj,All Saints Cathedral,Church,1887,1.0,4.6,0,Yes,Open All Days,"Gothic style Anglican cathedral, known as Patthar Girja",Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/up35,Prayagraj Airport,Prayagraj Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Sadar Bazaar,Pinch of Spice,October to March,Prayagraj Special Cuisine,8,,,74.0,No,Non-Religious,10,0,5.2
Uttar Pradesh,Bithoor,Brahmavart Ghat,Landmark,,1.5,4.5,0,Yes,Open All Days,Sacred ghat where Lord Brahma is believed to have performed penance,Yes,0.03,Morning,India,http://googleusercontent.com/maps.google.com/up36,Bithoor Airport,Bithoor Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Bithoor Main Market,Bithoor Famous Restaurant,October to March,Bithoor Special Cuisine,8,,,72.0,No,Non-Religious,33,0,5.0
Uttar Pradesh,Chunar,Chunar Fort,Fort,1029,2.5,4.3,0,Yes,Open All Days,"Historic fort overlooking the Ganges, linked to Vikramaditya",Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/up37,Chunar Airport,Chunar Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Chunar Main Market,Chunar Famous Restaurant,October to March,Chunar Special Cuisine,8,,,69.0,No,Non-Religious,21,0,4.6
Uttar Pradesh,Kalinjar,Kalinjar Fort,Fort,,3.0,4.6,25,No,Open All Days,Strategic hill fort known for the Nilkanth Temple carvings,Yes,0.01,Morning,India,http://googleusercontent.com/maps.google.com/up38,Kalinjar Airport,Kalinjar Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Kalinjar Main Market,Kalinjar Famous Restaurant,October to March,Kalinjar Special Cuisine,8,,,74.0,No,Non-Religious,21,0,5.2
Uttar Pradesh,Deogarh,Dashavatara Temple,Temple,6th Century,1.5,4.6,25,No,Open All Days,One of the earliest Gupta Hindu temples in North India,Yes,0.01,Morning,India,http://googleusercontent.com/maps.google.com/up39,Deogarh Airport,Deogarh Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Deogarh Main Market,Deogarh Famous Restaurant,October to March,Deogarh Special Cuisine,8,,,74.0,No,Religious Heritage,75,1,5.2
Uttar Pradesh,Ayodhya,Sarayu River Ghats,Landmark,,1.5,4.7,0,Yes,Open All Days,"Sacred ghats along the Sarayu river, center of Deepotsav",Yes,0.1,Evening,India,http://googleusercontent.com/maps.google.com/up40,Ayodhya Airport (Maharishi Valmiki),Ayodhya Dham Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Ayodhya Main Market,Ayodhya Famous Restaurant,October to March,Ayodhya Special Cuisine,8,,,75.0,No,Non-Religious,33,0,5.4
