State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Country,Maps,Nearest Airport,Major Railway Station,Taxi Fare (Airport to City),Scooter Rental (Per Day),Must Try Food,Travel Tip,Time Slot,Area,Ideal For,Budget Level,Nightlife Spot,Day Priority,Is_Shopping,Is_Beach,Adventure_Available,Avg_Adventure_Base_Price,Famous Market,Famous Restaurant,Best Season,Food Specialty,Tourism Score (1-10),Latitude,Longitude,Popularity Index (0-100),Nightlife Hotspot,Heritage Category,Type_Encoded,Heritage_Encoded,Nightlife Score (0-10),Place_Image_URL,Nearby_Restaurants,Nearby_Hotels,Local_Transport_Options,Nearest_Metro_Station,Avg_Local_Transport_Cost,Climate_Type,Packing_Suggestions,Recommended_Duration_Min,Recommended_Duration_Max,Short_Description,User_Rating_Avg,User_Rating_Count,Peak_Hours,Crowd_Level,Best_Visit_Time,Place_Description_AI,Common_Questions,Name_Hindi,Description_Hindi,Name_Marathi
Bihar,Kaimur,Mundeshwari Temple,Temple,Unknown,1.5,4.7,0.0,No,Open All Days,Oldest functional temple in India dedicated to Lord Shiva and Shakti,No,0.03,Morning,India,http://googleusercontent.com/maps.google.com/bh15,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Kaimur Main Market,Kaimur Famous Restaurant,October to March,Kaimur Special Cuisine,8.0,0.0,0.0,75.0,No,Religious Heritage,3,1,5.4,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Kaimur,Top hotels near Mundeshwari Temple in Kaimur,"Taxi, Bus, Metro",Kaimur Metro Station,300,Tropical,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Mundeshwari Temple is a famous tourist attraction located in Kaimur.,4.7,0,11 AM - 4 PM,5,October - March,"Mundeshwari Temple is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Mundeshwari Temple?,Mundeshwari Temple,Mundeshwari Temple Kaimur में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Mundeshwari Temple
Kerala,Kozhikode,Kozhikode Beach,Beach,Ancient,2.0,4.5,0.0,Yes,Open All Days,Scenic,Yes,0.1,September to March,India,Information not available,Calicut International Airport,Kozhikode Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Medium,No,2.0,No,Yes,Yes,1000.0,"Anjuna Flea Market, Mapusa Market, Calangute Market",Brittos,October to March,Goa Special Cuisine,9.0,0.0,0.0,88.0,No,Non-Religious,1,0,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Kozhikode,Top hotels near Kozhikode Beach in Kozhikode,"Taxi, Bus, Metro",Kozhikode Metro Station,300,Temperate,"Comfortable shoes, light jacket, water bottle",60,180,Kozhikode Beach is a famous tourist attraction located in Kozhikode.,4.5,0,10 AM - 1 PM,5,October - March,"Kozhikode Beach is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Kozhikode Beach?,Kozhikode Beach,Kozhikode Beach Kozhikode में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Kozhikode Beach
Karnataka,Bengaluru,Lalbagh Botanical Garden,Garden,Unknown,1.5,4.4,20.0,Yes,Open All Days,Tiered gardens with murals of Lord Krishna,Yes,0.08,October to March,India,Information not available,Kempegowda International Airport,Bangalore City Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,Lal Chowk,Ahdoos,October to March,Srinagar Special Cuisine,9.0,0.0,0.0,85.0,No,Non-Religious,79,0,4.8,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Bengaluru,Top hotels near Lalbagh Botanical Garden in Bengaluru,"Taxi, Bus, Metro",Bengaluru Metro Station,300,Coastal Tropical,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Lalbagh Botanical Garden is a famous tourist attraction located in Bengaluru.,4.4,0,10 AM - 1 PM,5,November - February,"Lalbagh Botanical Garden is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Lalbagh Botanical Garden?,Lalbagh Botanical Garden,Lalbagh Botanical Garden Bengaluru में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Lalbagh Botanical Garden
Jammu & Kashmir,Gulmarg,Gulmarg Gondola,Adventure,Unknown,1.75,4.35,1200.0,Yes,Open All Days,Habitat for many species of deer and other animals,Yes,0.04,April to October,India,Information not available,Sheikh ul-Alam International Airport,Srinagar Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,Silvassa Main Market,Silvassa Famous Restaurant,October to March,Silvassa Special Cuisine,9.4,0.0,0.0,92.0,No,Non-Religious,88,0,4.699999999999999,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Gulmarg,Top hotels near Gulmarg Gondola in Gulmarg,"Taxi, Bus, Metro",Gulmarg Metro Station,300,Temperate,"Comfortable shoes, light jacket, water bottle",60,180,Gulmarg Gondola is a famous tourist attraction located in Gulmarg.,4.35,0,5 PM - 9 PM,5,October - March,"Gulmarg Gondola is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Gulmarg Gondola?,Gulmarg Gondola,Gulmarg Gondola Gulmarg में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Gulmarg Gondola
Ladakh,Leh,Spituk Monastery,Religious Site,11th Century,1.5,4.6,0.0,Yes,Open All Days,"Monastery overlooking the Indus, famous for the Mahakal festival",No,0.03,Morning,India,http://googleusercontent.com/maps.google.com/la23,Kushok Bakula Rimpochee Airport,Leh Railway (Planned),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Leh Market,Tibetan Kitchen,October to March,Leh Special Cuisine,8.0,0.0,0.0,74.0,No,Non-Religious,61,0,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Leh,Top hotels near Spituk Monastery in Leh,"Taxi, Bus, Metro",Leh Metro Station,300,Tropical,"Comfortable shoes, light jacket, water bottle",60,180,Spituk Monastery is a famous tourist attraction located in Leh.,4.6,0,5 PM - 9 PM,5,November - February,"Spituk Monastery is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Spituk Monastery?,Spituk Monastery,Spituk Monastery Leh में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Spituk Monastery
Maharashtra,Nashik,Sula Vineyards,Vineyard,1999,3.0,4.4,400.0,Yes,Open All Days,India's most famous winery offering tours and tastings,Yes,0.3,Afternoon,India,http://googleusercontent.com/maps.google.com/mh18,Nashik Airport,Nashik Road,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Nashik Main Market,Nashik Famous Restaurant,October to March,Nashik Special Cuisine,8.0,0.0,0.0,70.0,No,Non-Religious,58,0,4.8,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Nashik,Top hotels near Sula Vineyards in Nashik,"Taxi, Bus, Metro",Nashik Metro Station,300,Temperate,"Sunglasses, cap, sunscreen, portable charger",60,180,Sula Vineyards is a famous tourist attraction located in Nashik.,4.4,0,11 AM - 4 PM,5,September - February,"Sula Vineyards is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Sula Vineyards?,Sula Vineyards,Sula Vineyards Nashik में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Sula Vineyards
Tamil Nadu,Velankanni,Basilica of Our Lady of Good Health,Church,Unknown,1.0,4.6,0.0,Yes,Open All Days,Historical,Yes,0.1,October to March,India,Information not available,Tiruchirappalli International Airport,Nagapattinam Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Anjuna Flea Market, Mapusa Market, Calangute Market",Britto's,October to March,Goa Special Cuisine,9.0,0.0,0.0,85.0,No,Non-Religious,31,0,5.4,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Velankanni,Top hotels near Basilica of Our Lady of Good Health in Velankanni,"Taxi, Bus, Metro",Velankanni Metro Station,300,Tropical,"Light cotton clothes, hat, sunscreen, camera",60,180,Basilica of Our Lady of Good Health is a famous tourist attraction located in Velankanni.,4.6,0,5 PM - 9 PM,5,September - February,"Basilica of Our Lady of Good Health is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Basilica of Our Lady of Good Health?,Basilica of Our Lady of Good Health,Basilica of Our Lady of Good Health Velankanni में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Basilica of Our Lady of Good Health
Kerala,Thrissur,Athirappilly Waterfalls,Waterfall,Ancient,1.5,4.5,0.0,No,Open All Days,Nature,Yes,0.1,September to March,India,Information not available,Cochin International Airport,Thrissur Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Anjuna Flea Market, Mapusa Market, Calangute Market",Cherrapunji Famous Restaurant,October to March,Goa Special Cuisine,9.0,0.0,0.0,88.0,No,Non-Religious,21,0,5.0,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Thrissur,Top hotels near Athirappilly Waterfalls in Thrissur,"Taxi, Bus, Metro",Thrissur Metro Station,300,Humid Subtropical,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Athirappilly Waterfalls is a famous tourist attraction located in Thrissur.,4.5,0,11 AM - 4 PM,5,September - February,"Athirappilly Waterfalls is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Athirappilly Waterfalls?,Athirappilly Waterfalls,Athirappilly Waterfalls Thrissur में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Athirappilly Waterfalls
Puducherry,Puducherry,Pondicherry Museum,Museum,Unknown,1.5,4.3,10.0,Yes,Monday,Artifacts from the French era and Chola bronze,No,0.02,Morning,India,http://googleusercontent.com/maps.google.com/pon8,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Puducherry Main Market,Puducherry Famous Restaurant,October to March,Puducherry Special Cuisine,8.0,0.0,0.0,69.0,No,Non-Religious,10,0,4.6,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Puducherry,Top hotels near Pondicherry Museum in Puducherry,"Taxi, Bus, Metro",Puducherry Metro Station,300,Humid Subtropical,"Sunglasses, cap, sunscreen, portable charger",60,180,Pondicherry Museum is a famous tourist attraction located in Puducherry.,4.3,0,11 AM - 4 PM,5,October - March,"Pondicherry Museum is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Pondicherry Museum?,Pondicherry Museum,Pondicherry Museum Puducherry में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Pondicherry Museum
Kerala,Alappuzha,Alleppey Houseboat Cruise,Adventure,Unknown,1.75,4.35,800.0,Yes,Open All Days,Habitat for many species of deer and other animals,Yes,0.04,September to March,India,Information not available,Cochin International Airport,Alappuzha Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,Silvassa Main Market,Silvassa Famous Restaurant,October to March,Silvassa Special Cuisine,9.0,0.0,0.0,88.0,No,Non-Religious,88,0,4.699999999999999,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Alappuzha,Top hotels near Alleppey Houseboat Cruise in Alappuzha,"Taxi, Bus, Metro",Alappuzha Metro Station,300,Coastal Tropical,"Light cotton clothes, hat, sunscreen, camera",60,180,Alleppey Houseboat Cruise is a famous tourist attraction located in Alappuzha.,4.35,0,11 AM - 4 PM,5,September - February,"Alleppey Houseboat Cruise is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Alleppey Houseboat Cruise?,Alleppey Houseboat Cruise,Alleppey Houseboat Cruise Alappuzha में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Alleppey Houseboat Cruise
Delhi,Delhi,Akshardham Temple,Temple,2005,5.0,4.6,60.0,Yes,Open All Days,Religious,No,0.4,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Akshardham%20Temple%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport (IGI) / Hindon Airport,New Delhi Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8.0,28.7041,77.1025,74.0,Yes,Religious Heritage,3,1,9.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Delhi,Top hotels near Akshardham Temple in Delhi,"Taxi, Bus, Metro",Delhi Metro Station,300,Semi-Arid,"Sunglasses, cap, sunscreen, portable charger",60,180,Akshardham Temple is a famous tourist attraction located in Delhi.,4.6,0,11 AM - 4 PM,5,October - March,"Akshardham Temple is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Akshardham Temple?,Akshardham Temple,Akshardham Temple Delhi में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Akshardham Temple
Uttarakhand,Nainital,Naina Devi Temple,Temple,Unknown,1.0,4.7,0.0,Yes,Open All Days,Religious,No,0.205,March to June & September to November,India,Information not available,Pantnagar Airport,Kathgodam Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Crawford Market, Colaba Causeway, Linking Road",Ahdoos,October to March,Mumbai Special Cuisine,9.1,0.0,0.0,87.0,No,Religious Heritage,3,1,5.4,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Nainital,Top hotels near Naina Devi Temple in Nainital,"Taxi, Bus, Metro",Nainital Metro Station,300,Tropical,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Naina Devi Temple is a famous tourist attraction located in Nainital.,4.7,0,11 AM - 4 PM,5,November - February,"Naina Devi Temple is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Naina Devi Temple?,Naina Devi Temple,Naina Devi Temple Nainital में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Naina Devi Temple
Delhi,Delhi,Gurudwara Rakab Ganj Sahib,Point of Interest,Unknown,2.0,0.0,0.0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Gurudwara%20Rakab%20Ganj%20Sahib%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport (IGI) / Hindon Airport,New Delhi Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8.0,28.7041,77.1025,0.0,Yes,Religious Heritage,29,1,1.0,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Delhi,Top hotels near Gurudwara Rakab Ganj Sahib in Delhi,"Taxi, Bus, Metro",Delhi Metro Station,300,Temperate,"Comfortable shoes, light jacket, water bottle",60,180,Gurudwara Rakab Ganj Sahib is a famous tourist attraction located in Delhi.,0.0,0,10 AM - 1 PM,5,October - March,"Gurudwara Rakab Ganj Sahib is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Gurudwara Rakab Ganj Sahib?,Gurudwara Rakab Ganj Sahib,Gurudwara Rakab Ganj Sahib Delhi में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Gurudwara Rakab Ganj Sahib
Telangana,Hyderabad,Chowmahalla Palace,Palace,1800,1.5,4.4,80.0,Yes,Open All Days,Historical,Yes,0.45,Morning,India,https://www.google.com/maps/search/?api=1&query=Chowmahalla%20Palace%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Hyderabad Deccan,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"Laad Bazaar, Begum Bazaar, Shilparamam",Shah Ghouse,October to March,Hyderabad Special Cuisine,8.0,17.385,78.4867,70.0,Yes,Non-Religious,36,0,8.8,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Hyderabad,Top hotels near Chowmahalla Palace in Hyderabad,"Taxi, Bus, Metro",Hyderabad Metro Station,300,Temperate,"Sunglasses, cap, sunscreen, portable charger",60,180,Chowmahalla Palace is a famous tourist attraction located in Hyderabad.,4.4,0,11 AM - 4 PM,5,October - March,"Chowmahalla Palace is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Chowmahalla Palace?,Chowmahalla Palace,Chowmahalla Palace Hyderabad में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Chowmahalla Palace
Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,20.0,Yes,Open All Days,Religious,No,0.05,All,India,https://www.google.com/maps/search/?api=1&query=Thiksey%20Monastery%2C%20Leh%2C%20Ladakh%2C%20India,Kushok Bakula Rimpochee Airport,Leh Railway (Planned),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Leh Market,Tibetan Kitchen,October to March,Leh Special Cuisine,8.0,0.0,0.0,75.0,No,Non-Religious,14,0,5.4,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Leh,Top hotels near Thiksey Monastery in Leh,"Taxi, Bus, Metro",Leh Metro Station,300,Semi-Arid,"Sunglasses, cap, sunscreen, portable charger",60,180,Thiksey Monastery is a famous tourist attraction located in Leh.,4.7,0,5 PM - 9 PM,5,September - February,"Thiksey Monastery is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Thiksey Monastery?,Thiksey Monastery,Thiksey Monastery Leh में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Thiksey Monastery
Ladakh,Nubra Valley,Samstanling Monastery,Temple,Unknown,1.0,4.7,0.0,Yes,Open All Days,Religious,No,0.205,May to September,India,Information not available,Kushok Bakula Rimpochee Airport,Leh Railway (Planned),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,High,No,2.0,No,No,No,0.0,"Crawford Market, Colaba Causeway, Linking Road",Ahdoos,October to March,Mumbai Special Cuisine,9.7,0.0,0.0,95.0,No,Religious Heritage,3,1,5.4,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Nubra Valley,Top hotels near Samstanling Monastery in Nubra Valley,"Taxi, Bus, Metro",Nubra Valley Metro Station,300,Temperate,"Sunglasses, cap, sunscreen, portable charger",60,180,Samstanling Monastery is a famous tourist attraction located in Nubra Valley.,4.7,0,5 PM - 9 PM,5,November - February,"Samstanling Monastery is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Samstanling Monastery?,Samstanling Monastery,Samstanling Monastery Nubra Valley में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Samstanling Monastery
Punjab,Patiala,Sheesh Mahal Patiala,Palace,Unknown,1.5,4.4,120.0,Yes,Open All Days,Historical,Yes,0.12,October to March,India,Information not available,Chandigarh International Airport,Patiala Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Johari Bazaar, Bapu Bazaar, Tripolia Bazaar",Ambrai,October to March,Jaipur Special Cuisine,8.8,0.0,0.0,84.0,No,Non-Religious,36,0,4.8,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Patiala,Top hotels near Sheesh Mahal Patiala in Patiala,"Taxi, Bus, Metro",Patiala Metro Station,300,Tropical,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Sheesh Mahal Patiala is a famous tourist attraction located in Patiala.,4.4,0,11 AM - 4 PM,5,September - February,"Sheesh Mahal Patiala is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Sheesh Mahal Patiala?,Sheesh Mahal Patiala,Sheesh Mahal Patiala Patiala में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Sheesh Mahal Patiala
Himachal Pradesh,Dalhousie,Khajjiar,Scenic Viewpoint,Ancient,2.0,4.5,0.0,Unknown,Unknown,Unknown,Unknown,0.095,March to June & October,India,Information not available,Kangra Airport,Pathankot Junction,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,Unknown,2.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,9.2,0.0,0.0,88.0,Unknown,Unknown,103,2,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Dalhousie,Top hotels near Khajjiar in Dalhousie,"Taxi, Bus, Metro",Dalhousie Metro Station,300,Semi-Arid,"Light cotton clothes, hat, sunscreen, camera",60,180,Khajjiar is a famous tourist attraction located in Dalhousie.,4.5,0,11 AM - 4 PM,5,October - March,"Khajjiar is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Khajjiar?,Khajjiar,Khajjiar Dalhousie में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Khajjiar
Karnataka,Gokarna,Om Beach,Beach,Ancient,2.0,4.5,0.0,No,Open All Days,Nature,Yes,0.09,All,India,https://www.google.com/maps/search/?api=1&query=Om%20Beach%2C%20Gokarna%2C%20Karnataka%2C%20India,Dabolim Airport,Gokarna Road Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,Yes,Yes,1000.0,Car Street,Namaste Cafe,October to March,Gokarna Special Cuisine,8.0,0.0,0.0,72.0,No,Non-Religious,1,0,5.0,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Gokarna,Top hotels near Om Beach in Gokarna,"Taxi, Bus, Metro",Gokarna Metro Station,300,Temperate,"Light cotton clothes, hat, sunscreen, camera",60,180,Om Beach is a famous tourist attraction located in Gokarna.,4.5,0,10 AM - 1 PM,5,November - February,"Om Beach is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Om Beach?,Om Beach,Om Beach Gokarna में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Om Beach
Kerala,Kozhikode,Kozhikode Beach,Beach,Ancient,1.5,3.9,0.0,Yes,Open All Days,Recreational,Yes,0.059,All,India,https://www.google.com/maps/search/?api=1&query=Kozhikode%20Beach%2C%20Kozhikode%2C%20Kerala%2C%20India,Calicut International Airport,Kozhikode Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,Yes,Yes,1000.0,Kozhikode Main Market,Kozhikode Famous Restaurant,October to March,Kozhikode Special Cuisine,8.0,0.0,0.0,62.0,No,Non-Religious,1,0,3.8,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Kozhikode,Top hotels near Kozhikode Beach in Kozhikode,"Taxi, Bus, Metro",Kozhikode Metro Station,300,Humid Subtropical,"Light cotton clothes, hat, sunscreen, camera",60,180,Kozhikode Beach is a famous tourist attraction located in Kozhikode.,3.9,0,5 PM - 9 PM,5,September - February,"Kozhikode Beach is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Kozhikode Beach?,Kozhikode Beach,Kozhikode Beach Kozhikode में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Kozhikode Beach
Ladakh,Kargil (Ladakh),Mulbekh Monastery,Temple,Unknown,1.0,4.7,0.0,Yes,Open All Days,Religious,No,0.205,May to September,India,Information not available,Kushok Bakula Rimpochee Airport,Leh Railway (Planned),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,High,No,2.0,No,No,No,0.0,"Crawford Market, Colaba Causeway, Linking Road",Ahdoos,October to March,Mumbai Special Cuisine,9.7,0.0,0.0,95.0,No,Religious Heritage,3,1,5.4,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Kargil (Ladakh),Top hotels near Mulbekh Monastery in Kargil (Ladakh),"Taxi, Bus, Metro",Kargil (Ladakh) Metro Station,300,Tropical,"Sunglasses, cap, sunscreen, portable charger",60,180,Mulbekh Monastery is a famous tourist attraction located in Kargil (Ladakh).,4.7,0,5 PM - 9 PM,5,October - March,"Mulbekh Monastery is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Mulbekh Monastery?,Mulbekh Monastery,Mulbekh Monastery Kargil (Ladakh) में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Mulbekh Monastery
Karnataka,Nandi Hills,Tipu's Drop,Landmark,18th Century,2.0,4.4,10.0,Yes,Open All Days,Historic cliff point with stunning sunrise views,Yes,0.3,Morning,India,http://googleusercontent.com/maps.google.com/ka20,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Nandi Hills Main Market,Nandi Hills Famous Restaurant,October to March,Nandi Hills Special Cuisine,8.0,0.0,0.0,70.0,No,Non-Religious,2,0,4.8,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Nandi Hills,Top hotels near Tipu's Drop in Nandi Hills,"Taxi, Bus, Metro",Nandi Hills Metro Station,300,Humid Subtropical,"Light cotton clothes, hat, sunscreen, camera",60,180,Tipu's Drop is a famous tourist attraction located in Nandi Hills.,4.4,0,11 AM - 4 PM,5,November - February,"Tipu's Drop is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Tipu's Drop?,Tipu's Drop,Tipu's Drop Nandi Hills में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Tipu's Drop
Maharashtra,Mumbai,Marine Drive,Landmark,1920,1.5,4.7,0.0,Yes,Open All Days,"C-shaped boulevard along the coast, known as Queen's Necklace",Yes,3.0,Evening,India,http://googleusercontent.com/maps.google.com/mh2,Chhatrapati Shivaji Maharaj International Airport (CSMIA),Mumbai Central,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"Crawford Market, Colaba Causeway, Linking Road",Britannia & Co.,October to March,Mumbai Special Cuisine,8.0,19.076,72.8777,75.0,Yes,Non-Religious,2,0,9.4,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Mumbai,Top hotels near Marine Drive in Mumbai,"Taxi, Bus, Metro",Mumbai Metro Station,300,Temperate,"Comfortable shoes, light jacket, water bottle",60,180,Marine Drive is a famous tourist attraction located in Mumbai.,4.7,0,11 AM - 4 PM,5,October - March,"Marine Drive is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Marine Drive?,Marine Drive,Marine Drive Mumbai में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Marine Drive
