State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Country,Maps,Nearest Airport,Major Railway Station
Tripura,Udaipur,Tripura Sundari Temple,Temple,1501,1.5,4.8,0,Yes,,"One of the 51 Shakti Peethas, also known as Matabari",No,0.15,Morning,India,http://googleusercontent.com/maps.google.com/tr2,Maharana Pratap Airport,Udaipur City
Tripura,Bishalgarh,Sepahijala Wildlife Sanctuary,Wildlife Sanctuary,1987,3.0,4.3,20,Yes,Friday,Known for the clouded leopard and variety of primates,Yes,0.05,Morning,India,http://googleusercontent.com/maps.google.com/tr3,Bishalgarh Airport,Bishalgarh Railway Station
Tripura,Kanchanpur,Jampui Hills,Hill Station,Unknown,24.0,4.5,0,No,,"Highest hill range in Tripura, famous for orange festival and panoramic views",Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/tr4,Kanchanpur Airport,Kanchanpur Railway Station
Tripura,Amarpur,Chabimura,Historical Site,15th Century,2.5,4.7,0,No,,"Rock carvings on the banks of Gomati River, called the Amazon of Tripura",Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/tr5,Amarpur Airport,Amarpur Railway Station
Tripura,Agartala,Heritage Park,Garden,2012,1.5,4.4,20,Yes,,Showcases miniature versions of Tripura's landmarks,Yes,0.04,Evening,India,http://googleusercontent.com/maps.google.com/tr6,Maharaja Bir Bikram Airport,Agartala Railway Station
Tripura,Santirbazar,Pilak,Historical Site,8th Century,2.0,4.5,0,No,,Archaeological site with Hindu and Buddhist sculptures,Yes,0.01,Morning,India,http://googleusercontent.com/maps.google.com/tr7,Santirbazar Airport,Santirbazar Railway Station
Tripura,Belonia,Trishna Wildlife Sanctuary,Wildlife Sanctuary,1988,4.0,4.2,20,No,,Known for the Indian Gaur (Bison) and rich birdlife,Yes,0.01,Morning,India,http://googleusercontent.com/maps.google.com/tr8,Belonia Airport,Belonia Railway Station
Tripura,Bishalgarh,Kamala Sagar (Kasba Kali Temple),Religious Site,15th Century,1.0,4.6,0,Yes,,Historic temple on a hillock near the Bangladesh border,No,0.04,Afternoon,India,http://googleusercontent.com/maps.google.com/tr9,Bishalgarh Airport,Bishalgarh Railway Station
Tripura,Old Agartala,Fourteen Goddess Temple,Temple,1761,1.0,4.5,0,Yes,,"Dedicated to fourteen deities, center of the Kharchi festival",No,0.03,Morning,India,http://googleusercontent.com/maps.google.com/tr10,Old Agartala Airport,Old Agartala Railway Station
Tripura,Agartala,Gedu Mia’s Mosque,Mosque,1942,0.5,4.4,0,Yes,,Beautiful mosque built with white marble,No,0.01,Morning,India,http://googleusercontent.com/maps.google.com/tr11,Maharaja Bir Bikram Airport,Agartala Railway Station
Tripura,Udaipur,Tepania Eco Park,Garden,Unknown,1.5,4.1,20,Yes,,Park featuring a cactus house and wooden bridges,Yes,0.02,Afternoon,India,http://googleusercontent.com/maps.google.com/tr12,Maharana Pratap Airport,Udaipur City
Bihar,Nalanda,Nalanda University Ruins,Historical Site,5th Century,2.5,4.7,40,No,,Ancient center of learning and a UNESCO World Heritage site,Yes,0.15,Morning,India,http://googleusercontent.com/maps.google.com/bh1,Nalanda Airport,Nalanda Railway Station
Bihar,Rajgir,Vishwa Shanti Stupa,Religious Site,1969,2.0,4.6,0,No,,Peace Pagoda on Gridhakuta Hill accessible by ropeway,Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/bh2,Rajgir Airport,Rajgir Railway Station
Bihar,Nalanda,Archaeological Museum Nalanda,Museum,1917,1.0,4.5,5,No,Friday,Houses artifacts from the ruins of Nalanda University,No,0.02,Morning,India,http://googleusercontent.com/maps.google.com/bh3,Nalanda Airport,Nalanda Railway Station
Bihar,Sasaram,Sher Shah Suri Tomb,Historical Site,1545,1.5,4.6,25,No,,Indo-Islamic architectural masterpiece in the middle of a lake,Yes,0.08,Afternoon,India,http://googleusercontent.com/maps.google.com/bh4,Sasaram Airport,Sasaram Railway Station
Bihar,Bhagalpur,Vikramshila University Ruins,Historical Site,8th Century,2.0,4.5,25,No,,Ruins of the famous ancient Buddhist university,Yes,0.03,Morning,India,http://googleusercontent.com/maps.google.com/bh5,Bhagalpur Airport,Bhagalpur Railway Station
Bihar,Jehanabad,Barabar Caves,Cave,3rd Century BCE,2.0,4.4,0,Yes,,Oldest surviving rock-cut caves in India,Yes,0.01,Morning,India,http://googleusercontent.com/maps.google.com/bh6,Jehanabad Airport,Jehanabad Railway Station
Bihar,Gaya,Vishnupad Temple,Temple,1787,1.5,4.7,0,Yes,,Ancient temple dedicated to Lord Vishnu on the banks of Falgu river,No,0.12,Morning,India,http://googleusercontent.com/maps.google.com/bh7,Gaya Airport,Gaya Junction
Bihar,Patna,Patna Museum,Museum,1917,2.0,4.4,15,Yes,Monday,State museum showcasing artifacts and archaeological finds,No,0.05,Morning,India,http://googleusercontent.com/maps.google.com/bh8,Jay Prakash Narayan Airport,Patna Junction
Bihar,Patna,Golghar,Landmark,1786,1.0,4.2,0,Yes,,Massive granary built during the British era with panoramic views,Yes,0.1,Evening,India,http://googleusercontent.com/maps.google.com/bh9,Jay Prakash Narayan Airport,Patna Junction
Bihar,Patna,Bihar Museum,Museum,2015,3.0,4.7,100,Yes,Monday,World-class museum showcasing the history and art of Bihar,No,0.08,Morning,India,http://googleusercontent.com/maps.google.com/bh10,Jay Prakash Narayan Airport,Patna Junction
Bihar,Vaishali,Ashoka Pillar (Vaishali),Historical Site,3rd Century BCE,1.0,4.6,25,Yes,,Pillar with a single lion capital built by Emperor Ashoka,Yes,0.04,Morning,India,http://googleusercontent.com/maps.google.com/bh11,Vaishali Airport,Vaishali Railway Station
Bihar,Pawapuri,Jal Mandir,Temple,Ancient,1.0,4.8,0,No,,Sacred Jain temple situated in the middle of a lotus pond,No,0.06,Morning,India,http://googleusercontent.com/maps.google.com/bh12,Pawapuri Airport,Pawapuri Railway Station
Bihar,Kesaria,Kesaria Stupa,Historical Site,3rd Century BCE,1.0,4.5,0,No,,One of the tallest and largest Buddhist stupas in the world,Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/bh13,Kesaria Airport,Kesaria Railway Station
Bihar,West Champaran,Valmiki National Park,National Park,1990,6.0,4.3,100,No,,Wildlife sanctuary and tiger reserve on the Indo-Nepal border,Yes,0.01,Morning,India,http://googleusercontent.com/maps.google.com/bh14,West Champaran Airport,West Champaran Railway Station
Bihar,Kaimur,Mundeshwari Temple,Temple,108 AD,1.5,4.7,0,No,,Oldest functional temple in India dedicated to Lord Shiva and Shakti,No,0.03,Morning,India,http://googleusercontent.com/maps.google.com/bh15,Kaimur Airport,Kaimur Railway Station
Bihar,Nawada,Kakolat Waterfall,Natural Feature,Unknown,2.0,4.5,0,No,,Scenic waterfall known for its cool and fresh water,Yes,0.05,Morning,India,http://googleusercontent.com/maps.google.com/bh16,Nawada Airport,Nawada Railway Station
Bihar,Patna,Ruins of Pataliputra (Kumhrar),Historical Site,600 BCE,1.5,4.3,25,Yes,,Archaeological site showcasing the Mauryan period capital,Yes,0.03,Morning,India,http://googleusercontent.com/maps.google.com/bh17,Jay Prakash Narayan Airport,Patna Junction
Bihar,Rajgir,Griddhakuta Hill,Natural Feature,Ancient,2.0,4.7,0,No,,Holy site where Lord Buddha used to preach,Yes,0.04,Morning,India,http://googleusercontent.com/maps.google.com/bh18,Rajgir Airport,Rajgir Railway Station
Bihar,Rajgir,Venu Van,Garden,Ancient,1.0,4.4,10,No,,Ancient bamboo grove gifted to Buddha by King Bimbisara,Yes,0.02,Afternoon,India,http://googleusercontent.com/maps.google.com/bh19,Rajgir Airport,Rajgir Railway Station
Bihar,Patna,Badi Patan Devi Temple,Temple,Ancient,1.0,4.7,0,Yes,,Revered temple believed to be one of the Shakti Peethas,No,0.04,Morning,India,http://googleusercontent.com/maps.google.com/bh20,Jay Prakash Narayan Airport,Patna Junction
Chhattisgarh,Jagdalpur,Tirathgarh Falls,Waterfall,Unknown,2.0,4.7,20,No,,Famous milky white waterfall in Kanger Valley,Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/cg1,Jagdalpur Airport,Jagdalpur Railway Station
Chhattisgarh,Jagdalpur,Kanger Valley National Park,National Park,1982,4.0,4.5,50,No,,Dense forest known for biodiversity and limestone caves,Yes,0.05,Morning,India,http://googleusercontent.com/maps.google.com/cg2,Jagdalpur Airport,Jagdalpur Railway Station
Chhattisgarh,Jagdalpur,Kutumsar Caves,Cave,Ancient,2.0,4.6,25,No,,Subterranean limestone caves with stalactites and stalagmites,Yes,0.04,Morning,India,http://googleusercontent.com/maps.google.com/cg3,Jagdalpur Airport,Jagdalpur Railway Station
Chhattisgarh,Dantewada,Danteshwari Temple,Temple,14th Century,1.5,4.8,0,No,,"One of the 52 Shakti Peethas, dedicated to Goddess Danteshwari",No,0.15,Morning,India,http://googleusercontent.com/maps.google.com/cg4,Dantewada Airport,Dantewada Railway Station
Chhattisgarh,Sirpur,Laxman Temple,Temple,7th Century,1.0,4.7,25,Yes,,One of the finest brick temples in India with intricate carvings,Yes,0.03,Morning,India,http://googleusercontent.com/maps.google.com/cg5,Sirpur Airport,Sirpur Railway Station
Chhattisgarh,Kawardha,Bhoramdeo Temple,Temple,11th Century,1.5,4.6,0,No,,"Known as the ""Khajuraho of Chhattisgarh"" for its erotic sculptures",Yes,0.06,Morning,India,http://googleusercontent.com/maps.google.com/cg6,Kawardha Airport,Kawardha Railway Station
Chhattisgarh,Raipur,Purkhouti Muktangan,Museum,2006,2.0,4.5,20,Yes,Monday,Open-air museum showcasing the tribal culture and heritage of the state,Yes,0.1,Evening,India,http://googleusercontent.com/maps.google.com/cg7,Swami Vivekananda Airport,Raipur Junction
Chhattisgarh,Raipur,Mahant Ghasidas Memorial Museum,Museum,1875,1.5,4.3,10,Yes,Monday,"One of the oldest museums in India, housing archeological artifacts",No,0.04,Morning,India,http://googleusercontent.com/maps.google.com/cg8,Swami Vivekananda Airport,Raipur Junction
Chhattisgarh,Bilaspur,Achanakmar Wildlife Sanctuary,Wildlife Sanctuary,1975,5.0,4.2,100,Yes,,"Part of the Achanakmar-Amarkantak Biosphere Reserve, home to tigers",Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/cg9,Bilaspur Airport,Bilaspur Railway Station
Chhattisgarh,Bilaspur,Ratanpur Mahamaya Temple,Temple,11th Century,1.5,4.8,0,Yes,,Ancient temple dedicated to Goddess Mahamaya,No,0.12,Morning,India,http://googleusercontent.com/maps.google.com/cg10,Bilaspur Airport,Bilaspur Railway Station
Chhattisgarh,Mainpat,Mainpat,Hill Station,Unknown,24.0,4.5,0,No,,"Known as the ""Shimla of Chhattisgarh"" and home to Tibetan settlers",Yes,0.05,All,India,http://googleusercontent.com/maps.google.com/cg11,Mainpat Airport,Mainpat Railway Station
Chhattisgarh,Gariaband,Jatmai Ghatarani Waterfalls,Waterfall,Unknown,3.0,4.6,0,Yes,,Twin waterfalls with ancient temples nearby,Yes,0.08,Morning,India,http://googleusercontent.com/maps.google.com/cg12,Gariaband Airport,Gariaband Railway Station
Chhattisgarh,Rajim,Rajiv Lochan Temple,Temple,7th Century,1.0,4.7,0,Yes,,"Located at the confluence of three rivers, known as the ""Prayag of Chhattisgarh""",No,0.05,Morning,India,http://googleusercontent.com/maps.google.com/cg13,Rajim Airport,Rajim Railway Station
Chhattisgarh,Surguja,Ramgarh Caves (Sita Bengra),Cave,3rd Century BCE,2.0,4.5,0,No,,Considered one of the oldest amphitheaters in the world,Yes,0.01,Morning,India,http://googleusercontent.com/maps.google.com/cg14,Surguja Airport,Surguja Railway Station
Chhattisgarh,Dongargarh,Bambleshwari Devi Temple,Temple,Unknown,3.0,4.8,0,Yes,,"Hilltop temple accessible by a ropeway, offering great views",No,0.2,Morning,India,http://googleusercontent.com/maps.google.com/cg15,Dongargarh Airport,Dongargarh Railway Station
Chhattisgarh,Raipur,Nandan Van Zoo,National Park,Unknown,3.0,4.1,50,Yes,Monday,Zoo and safari park located on the outskirts of Raipur,Yes,0.07,Morning,India,http://googleusercontent.com/maps.google.com/cg16,Swami Vivekananda Airport,Raipur Junction
Chhattisgarh,Barnawapara,Barnawapara Wildlife Sanctuary,Wildlife Sanctuary,1976,4.0,4.3,100,Yes,,Known for its lush green forests and leopard sightings,Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/cg17,Barnawapara Airport,Barnawapara Railway Station
Uttar Pradesh,Agra,Itmad-ud-Daula,Historical Site,1628,1.5,4.5,30,Yes,,"Often called the ""Baby Taj"", a tomb built for Mirza Ghiyas Beg",Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/up1,Agra Airport / Kheria Air Force Station,Agra Cantt
Uttar Pradesh,Agra,Mehtab Bagh,Garden,1530,1.0,4.4,25,Yes,,Moonlight garden offering a stunning view of the Taj Mahal across the river,Yes,0.15,Evening,India,http://googleusercontent.com/maps.google.com/up2,Agra Airport / Kheria Air Force Station,Agra Cantt
Uttar Pradesh,Varanasi,Dashashwamedh Ghat,Landmark,Ancient,1.5,4.8,0,Yes,,"Main and most spectacular ghat in Varanasi, famous for the Ganga Aarti",Yes,0.8,Evening,India,http://googleusercontent.com/maps.google.com/up3,Lal Bahadur Shastri International Airport,Varanasi Junction
Uttar Pradesh,Varanasi,Assi Ghat,Landmark,Ancient,1.5,4.7,0,Yes,,Popular ghat at the confluence of Ganges and Assi rivers,Yes,0.4,Morning,India,http://googleusercontent.com/maps.google.com/up4,Lal Bahadur Shastri International Airport,Varanasi Junction
Uttar Pradesh,Sarnath,Sarnath Museum,Museum,1904,1.5,4.6,5,Yes,Monday,Houses the famous Lion Capital of Ashoka and Buddhist artifacts,No,0.05,Morning,India,http://googleusercontent.com/maps.google.com/up5,Sarnath Airport,Sarnath Railway Station
Uttar Pradesh,Lucknow,Chhota Imambara,Historical Site,1838,1.0,4.6,25,Yes,,"Imambara of Hussainabad, known for its chandeliers and decorations",Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/up6,Chaudhary Charan Singh International Airport,Lucknow Charbagh (LKO)
Uttar Pradesh,Lucknow,Rumi Darwaza,Landmark,1784,0.5,4.6,0,Yes,,"Iconic gateway build by Asaf-ud-Daula, inspired by the Sublime Porte in Istanbul",Yes,0.2,All,India,http://googleusercontent.com/maps.google.com/up7,Chaudhary Charan Singh International Airport,Lucknow Charbagh (LKO)
Uttar Pradesh,Lucknow,The Residency,Historical Site,1800,2.0,4.5,25,Yes,,"Ruins of the British Residency, famous for the Siege of Lucknow in 1857",Yes,0.08,Morning,India,http://googleusercontent.com/maps.google.com/up8,Chaudhary Charan Singh International Airport,Lucknow Charbagh (LKO)
Uttar Pradesh,Lucknow,Ambedkar Memorial Park,Landmark,2008,2.0,4.5,10,Yes,,Sprawling park build with red sandstone dedicated to social reformers,Yes,0.15,Evening,India,http://googleusercontent.com/maps.google.com/up9,Chaudhary Charan Singh International Airport,Lucknow Charbagh (LKO)
Uttar Pradesh,Prayagraj,Allahabad Fort,Fort,1583,1.5,4.4,0,Yes,,Massive fort built by Emperor Akbar at the confluence of rivers,Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/up10,Prayagraj Airport,Prayagraj Junction
Uttar Pradesh,Prayagraj,Anand Bhavan,Museum,1930,2.0,4.6,70,Yes,Monday,Historic house museum of the Nehru-Gandhi family,No,0.06,Morning,India,http://googleusercontent.com/maps.google.com/up11,Prayagraj Airport,Prayagraj Junction
Uttar Pradesh,Prayagraj,Khusro Bagh,Historical Site,17th Century,1.0,4.3,0,Yes,,Walled garden with tombs of the Mughal prince Khusrau and his family,Yes,0.05,Afternoon,India,http://googleusercontent.com/maps.google.com/up12,Prayagraj Airport,Prayagraj Junction
Uttar Pradesh,Ayodhya,Hanuman Garhi,Temple,10th Century,1.0,4.8,0,Yes,,Ancient fortress temple dedicated to Lord Hanuman,No,0.3,Morning,India,http://googleusercontent.com/maps.google.com/up13,Ayodhya Airport (Maharishi Valmiki),Ayodhya Dham Junction
Uttar Pradesh,Ayodhya,Kanak Bhawan,Temple,1891,1.0,4.7,0,Yes,,"Temple dedicated to Lord Ram and Sita, gift from Kaikeyi to Sita",No,0.1,Morning,India,http://googleusercontent.com/maps.google.com/up14,Ayodhya Airport (Maharishi Valmiki),Ayodhya Dham Junction
Uttar Pradesh,Kushinagar,Mahaparinirvana Stupa,Religious Site,1956,1.5,4.8,0,No,,Site where Lord Buddha achieved Parinirvana,Yes,0.05,Morning,India,http://googleusercontent.com/maps.google.com/up15,Kushinagar Airport,Kushinagar Railway Station
Uttar Pradesh,Shravasti,Jetavana Monastery,Religious Site,Ancient,2.0,4.7,25,No,,Ancient monastery where Buddha spent 24 monsoon seasons,Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/up16,Shravasti Airport,Shravasti Railway Station
Uttar Pradesh,Kanpur,J K Temple,Temple,1960,1.5,4.7,0,Yes,,"Unique blend of ancient and modern architecture, dedicated to Lord Radhakrishna",No,0.2,Morning,India,http://googleusercontent.com/maps.google.com/up17,Kanpur Airport,Kanpur Central
Uttar Pradesh,Lakhimpur Kheri,Dudhwa National Park,National Park,1977,6.0,4.4,100,No,,Tiger reserve in the Terai belt with swamp deer and rhinos,Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/up18,Lakhimpur Kheri Airport,Lakhimpur Kheri Railway Station
Uttar Pradesh,Gorakhpur,Gorakhnath Temple,Temple,Ancient,2.0,4.8,0,Yes,,"Headquarters of the Nath monastic order, dedicated to Gorakhnath",No,0.4,Morning,India,http://googleusercontent.com/maps.google.com/up19,Gorakhpur Airport,Gorakhpur Junction
Uttar Pradesh,Jhansi,Rani Mahal,Palace,18th Century,1.0,4.4,25,No,,Palace of Rani Lakshmi Bai of Jhansi,Yes,0.03,Morning,India,http://googleusercontent.com/maps.google.com/up20,Gwalior Airport,Jhansi Junction
Uttar Pradesh,Chitrakoot,Kamadgiri Temple,Temple,Ancient,3.0,4.8,0,No,,Holy hill believed to be the abode of Lord Ram during exile,Yes,0.08,Morning,India,http://googleusercontent.com/maps.google.com/up21,Chitrakoot Airport,Chitrakoot Railway Station
Uttar Pradesh,Vindhyachal,Vindhyavasini Devi Temple,Temple,Ancient,2.0,4.8,0,No,,Major Shakti Peeth dedicated to Goddess Vindhyavasini,No,0.2,Morning,India,http://googleusercontent.com/maps.google.com/up22,Vindhyachal Airport,Vindhyachal Railway Station
Uttar Pradesh,Varanasi,Manikarnika Ghat,Landmark,Ancient,1.0,4.6,0,Yes,,"The primary cremation ghat in Varanasi, deeply sacred",Yes,0.15,All,India,http://googleusercontent.com/maps.google.com/up23,Lal Bahadur Shastri International Airport,Varanasi Junction
Uttar Pradesh,Varanasi,Ramnagar Fort,Fort,1750,2.0,4.2,50,Yes,,Fortified palace on the eastern bank of the Ganges,Yes,0.08,Afternoon,India,http://googleusercontent.com/maps.google.com/up24,Lal Bahadur Shastri International Airport,Varanasi Junction
Uttar Pradesh,Varanasi,New Vishwanath Temple (BHU),Temple,1966,1.5,4.8,0,Yes,,"Tallest temple tower in the world, located in BHU campus",No,0.25,Morning,India,http://googleusercontent.com/maps.google.com/up25,Lal Bahadur Shastri International Airport,Varanasi Junction
Uttar Pradesh,Agra,Akbar's Tomb (Sikandra),Historical Site,1613,2.0,4.6,30,Yes,,Final resting place of Mughal Emperor Akbar,Yes,0.09,Morning,India,http://googleusercontent.com/maps.google.com/up26,Agra Airport / Kheria Air Force Station,Agra Cantt
Uttar Pradesh,Agra,Jama Masjid (Agra),Mosque,1648,1.0,4.4,0,Yes,Friday,Large mosque built by Shah Jahan in honor of his daughter,Yes,0.04,Morning,India,http://googleusercontent.com/maps.google.com/up27,Agra Airport / Kheria Air Force Station,Agra Cantt
Uttar Pradesh,Fatehpur Sikri,Tomb of Salim Chishti,Historical Site,1581,1.0,4.7,50,Yes,,White marble tomb of the Sufi saint within the complex,Yes,0.06,Morning,India,http://googleusercontent.com/maps.google.com/up28,Fatehpur Sikri Airport,Fatehpur Sikri Railway Station
Uttar Pradesh,Mathura,Vishram Ghat,Landmark,Ancient,1.0,4.6,0,Yes,,The main ghat where Lord Krishna is said to have rested,Yes,0.05,Evening,India,http://googleusercontent.com/maps.google.com/up29,Indira Gandhi International Airport,Mathura Junction
Uttar Pradesh,Govardhan,Kusum Sarovar,Landmark,18th Century,1.0,4.7,0,Yes,,Sacred tank with beautiful sandstone architecture,Yes,0.03,Afternoon,India,http://googleusercontent.com/maps.google.com/up30,Govardhan Airport,Govardhan Railway Station
Uttar Pradesh,Vrindavan,ISKCON Temple (Vrindavan),Temple,1975,1.5,4.8,0,Yes,,"Krishna Balaram Mandir, a major global spiritual hub",No,0.35,Morning,India,http://googleusercontent.com/maps.google.com/up31,Indira Gandhi International Airport,Mathura Junction
Uttar Pradesh,Lucknow,Janeshwar Mishra Park,Garden,2014,2.0,4.6,10,Yes,,"One of the largest parks in Asia, themed on eco-tourism",Yes,0.12,Evening,India,http://googleusercontent.com/maps.google.com/up32,Chaudhary Charan Singh International Airport,Lucknow Charbagh (LKO)
Uttar Pradesh,Lucknow,Hazratganj,Landmark,1827,2.0,4.5,0,Yes,,The Victorian-style main shopping street of Lucknow,Yes,0.2,Evening,India,http://googleusercontent.com/maps.google.com/up33,Chaudhary Charan Singh International Airport,Lucknow Charbagh (LKO)
Uttar Pradesh,Prayagraj,Alfred Park (Azad Park),Landmark,1870,1.5,4.5,5,Yes,,Site where Chandra Shekhar Azad attained martyrdom,Yes,0.07,Morning,India,http://googleusercontent.com/maps.google.com/up34,Prayagraj Airport,Prayagraj Junction
Uttar Pradesh,Prayagraj,All Saints Cathedral,Church,1887,1.0,4.6,0,Yes,,"Gothic style Anglican cathedral, known as Patthar Girja",Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/up35,Prayagraj Airport,Prayagraj Junction
Uttar Pradesh,Bithoor,Brahmavart Ghat,Landmark,Ancient,1.5,4.5,0,Yes,,Sacred ghat where Lord Brahma is believed to have performed penance,Yes,0.03,Morning,India,http://googleusercontent.com/maps.google.com/up36,Bithoor Airport,Bithoor Railway Station
Uttar Pradesh,Chunar,Chunar Fort,Fort,1029,2.5,4.3,0,Yes,,"Historic fort overlooking the Ganges, linked to Vikramaditya",Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/up37,Chunar Airport,Chunar Railway Station
Uttar Pradesh,Kalinjar,Kalinjar Fort,Fort,3rd-5th Century,3.0,4.6,25,No,,Strategic hill fort known for the Nilkanth Temple carvings,Yes,0.01,Morning,India,http://googleusercontent.com/maps.google.com/up38,Kalinjar Airport,Kalinjar Railway Station
Uttar Pradesh,Deogarh,Dashavatara Temple,Temple,6th Century,1.5,4.6,25,No,,One of the earliest Gupta Hindu temples in North India,Yes,0.01,Morning,India,http://googleusercontent.com/maps.google.com/up39,Deogarh Airport,Deogarh Railway Station
Uttar Pradesh,Ayodhya,Sarayu River Ghats,Landmark,Ancient,1.5,4.7,0,Yes,,"Sacred ghats along the Sarayu river, center of Deepotsav",Yes,0.1,Evening,India,http://googleusercontent.com/maps.google.com/up40,Ayodhya Airport (Maharishi Valmiki),Ayodhya Dham Junction
Uttar Pradesh,Lucknow,Dilkusha Kothi,Historical Site,1800,1.0,4.4,0,Yes,,Ruined 18th-century palace in the English baroque style,Yes,0.03,Evening,India,http://googleusercontent.com/maps.google.com/up41,Chaudhary Charan Singh International Airport,Lucknow Charbagh (LKO)
Uttar Pradesh,Sankissa,Elephant Pillar,Historical Site,3rd Century BCE,1.0,4.3,0,No,,Buddhist pilgrimage site where Buddha is said to have descended from heaven,Yes,0.01,Morning,India,http://googleusercontent.com/maps.google.com/up42,Sankissa Airport,Sankissa Railway Station
Haryana,Gurugram,Sultanpur National Park,National Park,1991,3.0,4.4,5,Yes,Tuesday,Bird sanctuary home to migratory birds in winter,Yes,0.15,Morning,India,http://googleusercontent.com/maps.google.com/hr1,Indira Gandhi International Airport,Gurgaon Railway Station
Haryana,Gurugram,Damdama Lake,Lake,Unknown,4.0,4.2,0,Yes,,Scenic lake popular for boating and adventure activities,Yes,0.12,Morning,India,http://googleusercontent.com/maps.google.com/hr2,Indira Gandhi International Airport,Gurgaon Railway Station
Haryana,Faridabad,Surajkund,Landmark,10th Century,2.0,4.3,0,Yes,,Ancient reservoir and venue for the famous International Crafts Mela,Yes,0.2,Morning,India,http://googleusercontent.com/maps.google.com/hr3,Indira Gandhi International Airport,Faridabad Railway Station
Haryana,Kurukshetra,Brahma Sarovar,Religious Site,Ancient,2.0,4.8,0,No,,Sacred water tank believed to be created by Lord Brahma,Yes,0.5,Evening,India,http://googleusercontent.com/maps.google.com/hr4,Chandigarh Airport,Kurukshetra Junction
Haryana,Kurukshetra,Jyotisar,Religious Site,Ancient,1.5,4.7,0,No,,Birthplace of the Bhagavad Gita under a holy Banyan tree,Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/hr5,Chandigarh Airport,Kurukshetra Junction
Haryana,Kurukshetra,Sheikh Chilli's Tomb,Historical Site,17th Century,1.0,4.5,25,No,,Beautiful tomb of a Sufi saint with Persian architecture,Yes,0.05,Morning,India,http://googleusercontent.com/maps.google.com/hr6,Chandigarh Airport,Kurukshetra Junction
Haryana,Kurukshetra,Panorama and Science Centre,Museum,2001,2.0,4.6,30,No,Monday,Features a 360-degree painting of the Mahabharata war,No,0.08,Morning,India,http://googleusercontent.com/maps.google.com/hr7,Chandigarh Airport,Kurukshetra Junction
Haryana,Pinjore,Yadavindra Gardens (Pinjore Gardens),Garden,17th Century,2.0,4.3,20,Yes,,Mughal-style gardens with terraces and water fountains,Yes,0.18,Evening,India,http://googleusercontent.com/maps.google.com/hr8,Pinjore Airport,Pinjore Railway Station
Haryana,Panchkula,Morni Hills,Hill Station,Unknown,24.0,4.4,0,Yes,,"The only hill station in Haryana, known for trekking and lakes",Yes,0.05,All,India,http://googleusercontent.com/maps.google.com/hr9,Panchkula Airport,Panchkula Railway Station
Haryana,Panipat,Panipat Museum,Museum,2000,1.5,4.2,10,No,Monday,Displays artifacts from the three historic Battles of Panipat,No,0.02,Morning,India,http://googleusercontent.com/maps.google.com/hr10,Panipat Airport,Panipat Railway Station
Haryana,Panipat,Tomb of Bu-Ali Shah Kalandar,Religious Site,14th Century,1.0,4.7,0,No,,Dargah of a famous Sufi saint attracting pilgrims of all faiths,Yes,0.04,Morning,India,http://googleusercontent.com/maps.google.com/hr11,Panipat Airport,Panipat Railway Station
Haryana,Rohtak,Tilyar Lake,Lake,Unknown,3.0,4.1,0,No,,Large lake with boating facilities and a small zoo nearby,Yes,0.09,Afternoon,India,http://googleusercontent.com/maps.google.com/hr12,Rohtak Airport,Rohtak Railway Station
Haryana,Bhiwani,Star Monument,Landmark,1997,1.0,4.6,0,No,,Unique star-shaped memorial of a spiritual saint,Yes,0.03,Afternoon,India,http://googleusercontent.com/maps.google.com/hr13,Bhiwani Airport,Bhiwani Railway Station
Haryana,Faridabad,Raja Nahar Singh Palace,Historical Site,18th Century,1.5,4.2,0,Yes,,Heritage palace known for its architectural beauty and festivities,Yes,0.04,Morning,India,http://googleusercontent.com/maps.google.com/hr14,Indira Gandhi International Airport,Faridabad Railway Station
Haryana,Kurukshetra,Bhadrakali Temple,Temple,Ancient,1.0,4.8,0,No,,"One of the 51 Shakti Peethas, where Sati's ankle fell",No,0.12,Morning,India,http://googleusercontent.com/maps.google.com/hr15,Chandigarh Airport,Kurukshetra Junction
Haryana,Hisar,Feroz Shah Palace & Lat Ki Masjid,Historical Site,14th Century,1.5,4.3,0,No,,"Complex containing a palace, mosque, and an Ashokan pillar",Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/hr16,Hisar Airport,Hisar Railway Station
